Latitude,Longitude,Genus,Date.Planted,Diameter.Breast.Height,Useful.Life.Expectency.Value,Located.in,Year.Planted
-37.81359821,144.9788316,Liriodendron,13/10/1998,23,60,Park,1998
-37.81217306,144.9793449,Hymenosporum,18/05/2015,NA,NA,Park,2015
-37.8146762,144.9805388,Agathis,20/01/2006,7,80,Park,2006
-37.81323196,144.9757833,Washingtonia,16/10/1998,63,60,Park,1998
-37.81518625,144.9768738,Ficus,16/10/1998,172,60,Park,1998
-37.81407631,144.9799886,Washingtonia,1/1/2000,NA,NA,Park,2000
-37.81101873,144.9754094,Quercus,27/05/2013,NA,NA,Park,2013
-37.8124493,144.9828788,Cupressus,2/1/2000,62,60,Park,2000
-37.81142812,144.9815187,Cordyline,2/1/2000,30,10,Park,2000
-37.81479282,144.9752604,Brachychiton,16/10/1998,NA,NA,Park,1998
-37.81628964,144.9809526,Elaeocarpus,11/5/2020,NA,NA,Park,2020
-37.81462614,144.9826079,Populus,13/10/1998,112,10,Park,1998
-37.81389141,144.9778426,Ulmus,10/12/1998,143,20,Park,1998
-37.81461616,144.9769992,Ulmus,2/1/2000,96,30,Park,2000
-37.8143231,144.9772144,Ulmus,26/11/2008,3,80,Park,2008
-37.81252307,144.9789246,Platanus,14/10/1998,67,10,Park,1998
-37.81626256,144.9807184,Elaeocarpus,12/5/2020,NA,NA,Park,2020
-37.81234393,144.9797443,Hibiscus,7/7/2015,NA,NA,Park,2015
-37.81172736,144.9807436,Ulmus,14/10/1998,21,30,Park,1998
-37.8159845,144.9781266,Pittosporum,10/12/1998,8,5,Park,1998
-37.81478078,144.9798742,Atherosperma,10/6/2015,NA,NA,Park,2015
-37.81302508,144.9765137,Phoenix,16/10/1998,65,60,Park,1998
-37.81532361,144.9816588,Corymbia,1/1/2000,88,60,Park,2000
-37.81397921,144.9808318,Ulmus,13/10/1998,114,10,Park,1998
-37.81200908,144.9774942,Platanus,21/11/1997,35,30,Street,1997
-37.81415019,144.9819482,Quercus,5/6/2007,4,80,Park,2007
-37.8120532,144.9797753,Celtis,18/05/2015,NA,NA,Park,2015
-37.81282572,144.9793622,Platanus,14/10/1998,74,10,Park,1998
-37.81222284,144.9795831,Chamaerops,,NA,NA,Park,NA
-37.81249106,144.9776216,Phoenix,16/10/1998,66,60,Park,1998
-37.81288057,144.978284,Gleditsia,14/10/1998,101,20,Park,1998
-37.81624899,144.9805946,Elaeocarpus,12/5/2020,NA,NA,Park,2020
-37.81379492,144.9818937,Cedrus,14/07/2000,19,80,Park,2000
-37.81277709,144.9819283,Quercus,16/10/1998,66,60,Park,1998
-37.8109817,144.9779274,Platanus,21/11/1997,76,30,Street,1997
-37.81118852,144.981646,Ulmus,31/07/2013,NA,NA,Park,2013
-37.81133836,144.9819234,Corymbia,15/10/1998,77,60,Park,1998
-37.81637609,144.9778609,Platanus,20/11/1997,58,20,Street,1997
-37.81171527,144.9824306,Pittosporum,4/5/2015,NA,NA,Park,2015
-37.81558805,144.9766566,Acacia,24/08/2017,NA,NA,Street,2017
-37.81501464,144.9761015,Quercus,16/10/1998,68,20,Park,1998
-37.81120114,144.9812785,Quercus,12/12/2006,3,80,Park,2006
-37.8139565,144.9820515,Ligustrum,13/10/1998,52,30,Park,1998
-37.81454498,144.9802497,Ulmus,28/08/2017,NA,NA,Park,2017
-37.8164205,144.9820307,UNKNOWN,22/07/2019,NA,NA,Park,2019
-37.81205762,144.9806791,Ulmus,14/10/1998,101,10,Park,1998
-37.81441535,144.9775588,Corymbia,1/1/2000,28,30,Street,2000
-37.81181496,144.9784962,Cedrus,14/10/1998,25,80,Park,1998
-37.81418563,144.9759638,Ficus,,268,60,Park,NA
-37.81431355,144.9799811,Thuja,13/10/1998,30,60,Park,1998
-37.81218608,144.9793107,UNKNOWN,18/05/2015,NA,NA,Park,2015
-37.81270949,144.9791322,Platanus,14/10/1998,75,5,Park,1998
-37.81171648,144.9816858,Corymbia,15/10/1998,106,60,Park,1998
-37.81294346,144.9803784,Chamaerops,7/7/2015,NA,NA,Park,2015
-37.81105948,144.9811264,Quercus,12/12/2006,5,80,Park,2006
-37.81234935,144.9815948,Quercus,12/12/2006,4,80,Park,2006
-37.811945,144.9795775,Backhousia,31/07/2013,NA,NA,Park,2013
-37.81262741,144.9783301,Lophostemon,14/10/1998,104,20,Park,1998
-37.81212413,144.9798128,Jacaranda,16/10/1998,35,60,Park,1998
-37.81110933,144.983115,Calodendrum,15/10/1998,42,1,Park,1998
-37.81639473,144.9818993,Elaeocarpus,11/5/2020,NA,NA,Park,2020
-37.81095481,144.9828698,Tilia,15/10/1998,56,60,Park,1998
-37.81192293,144.9767073,Platanus,21/11/1997,36,5,Street,1997
-37.8116353,144.9822388,Syagrus,4/5/2015,NA,NA,Park,2015
-37.81490669,144.976186,Ulmus,2/1/2000,123,10,Park,2000
-37.8163243,144.9811288,Backhousia,12/5/2020,NA,NA,Park,2020
-37.81625627,144.9805461,Grevillea,12/5/2020,NA,NA,Park,2020
-37.814504,144.9826481,Taxodium,14/07/2000,23,80,Park,2000
-37.814664,144.9829711,Tilia,11/8/2014,NA,NA,Street,2014
-37.81374854,144.9761463,Lagerstroemia,11/7/2016,NA,NA,Park,2016
-37.815061,144.9798293,Acacia,16/10/2014,NA,NA,Park,2014
-37.81330316,144.9807964,Ulmus,1/1/2000,0,80,Park,2000
-37.81071843,144.9811448,Pinus,15/10/1998,67,20,Park,1998
-37.81470948,144.9826119,Jacaranda,13/10/1998,NA,NA,Park,1998
-37.81514564,144.9772375,Ulmus,16/10/1998,148,20,Park,1998
-37.81653586,144.9821681,Ficus,,1,80,Park,NA
-37.81388153,144.9825993,Washingtonia,13/10/1998,54,60,Park,1998
-37.81654172,144.9781125,Pyrus,15/06/1999,27,20,Street,1999
-37.8154637,144.9806417,Cedrus,13/10/1998,76,10,Park,1998
-37.8148716,144.980078,Ulmus,14/08/2017,NA,NA,Park,2017
-37.81616468,144.979536,Elaeocarpus,14/05/2020,NA,NA,Park,2020
-37.81483784,144.9798539,Acacia,16/10/2014,NA,NA,Park,2014
-37.81286365,144.9803174,Archontophoenix,8/5/2015,NA,NA,Park,2015
-37.81363384,144.9745804,Washingtonia,23/10/2013,NA,NA,Park,2013
-37.81391627,144.9818971,Quercus,5/6/2007,5,80,Park,2007
-37.81376041,144.9766694,Eucalyptus,15/11/2019,NA,NA,Park,2019
-37.8123879,144.9795391,Washingtonia,1/1/2000,NA,NA,Park,2000
-37.81272677,144.9784435,Platanus,14/10/1998,92,20,Park,1998
-37.81641423,144.9782503,Platanus,20/11/1997,63,20,Street,1997
-37.81526437,144.9768833,Buckinghamia,16/10/1998,43,30,Park,1998
-37.81204879,144.9797545,Ficus,,NA,NA,Park,NA
-37.81421625,144.9760155,Cedrus,1/1/2000,85,30,Park,2000
-37.81147826,144.9821883,Phoenix,1/1/2000,96,80,Park,2000
-37.81435035,144.9777569,Ulmus,10/12/1998,119,20,Park,1998
-37.81438346,144.9792237,Ulmus,10/12/1998,148,20,Park,1998
-37.81334053,144.9815094,Ficus,15/10/1998,257,60,Park,1998
-37.81264671,144.9791183,Platanus,14/10/1998,56,5,Park,1998
-37.81359658,144.9761136,Fraxinus,1/1/2000,29,20,Park,2000
-37.81158704,144.9816525,Phoenix,15/10/1998,0,60,Park,1998
-37.81165217,144.9786147,Ulmus,14/10/1998,100,10,Park,1998
-37.81474878,144.9813348,Ulmus,13/10/1998,114,10,Park,1998
-37.81082747,144.9764561,Populus,29/05/2020,NA,NA,Street,2020
-37.81113807,144.9811532,Quercus,14/10/1998,108,60,Park,1998
-37.81186665,144.9796964,Syzygium,2/1/2000,53,20,Park,2000
-37.81626927,144.9803216,Firmiana,14/11/2016,NA,NA,Park,2016
-37.81592231,144.9777695,Pittosporum,10/12/1998,13,20,Park,1998
-37.81617374,144.9794547,Backhousia,12/5/2020,NA,NA,Park,2020
-37.81624927,144.980474,UNKNOWN,12/5/2020,NA,NA,Park,2020
-37.81618591,144.9797123,Backhousia,12/5/2020,NA,NA,Park,2020
-37.81582031,144.9785787,Acacia,24/08/2017,NA,NA,Street,2017
-37.81080002,144.9789301,Pinus,6/6/2013,NA,NA,Park,2013
-37.81356439,144.976679,Populus,16/10/1998,148,10,Park,1998
-37.81612775,144.9775161,Ulmus,10/12/1998,92,20,Park,1998
-37.81538048,144.9797514,Syzygium,4/12/2014,NA,NA,Park,2014
-37.8162671,144.980631,Fraxinus,12/5/2020,NA,NA,Park,2020
-37.81314826,144.9828581,Syzygium,2/1/2000,40,60,Park,2000
-37.81310891,144.9803413,Phoenix,18/03/2016,NA,NA,Park,2016
-37.81286672,144.9799082,Stenocarpus,22/09/2015,NA,NA,Park,2015
-37.81483523,144.9820036,Agathis,20/01/2006,6,80,Park,2006
-37.81258987,144.9796504,Archontophoenix,,NA,NA,Park,NA
-37.81212547,144.9797333,Trachycarpus,18/05/2015,NA,NA,Park,2015
-37.81585448,144.9770053,Ulmus,10/12/1998,39,30,Park,1998
-37.81079999,144.97866,Pinus,6/6/2013,NA,NA,Park,2013
-37.81111626,144.9789147,Pinus,14/10/1998,96,60,Park,1998
-37.81629025,144.9764207,Acer,17/06/2014,NA,NA,Street,2014
-37.81465654,144.9765642,Cedrus,16/10/1998,NA,NA,Park,1998
-37.81224839,144.9797907,UNKNOWN,9/11/2011,NA,NA,Park,2011
-37.81613575,144.9760936,Platanus,20/11/1997,NA,NA,Street,1997
-37.81120565,144.9755674,Platanus,21/11/1997,44,20,Street,1997
-37.81307081,144.9763795,Chamaerops,16/10/1998,NA,NA,Park,1998
-37.81579807,144.9819891,Araucaria,13/10/1998,85,60,Park,1998
-37.81352217,144.9749306,Butia,14/05/2018,NA,NA,Park,2018
-37.81518282,144.9810633,Ulmus,,5,80,Park,NA
-37.81380879,144.9801694,Butia,13/10/1998,54,60,Park,1998
-37.81391762,144.9792064,Cordyline,13/10/1998,0,30,Park,1998
-37.812581,144.9788658,Platanus,14/10/1998,64,5,Park,1998
-37.81619753,144.9801004,Elaeocarpus,12/5/2020,NA,NA,Park,2020
-37.81129681,144.9831804,Pinus,15/10/1998,70,60,Park,1998
-37.81146909,144.9814586,Washingtonia,1/9/2015,NA,NA,Park,2015
-37.81077496,144.9760018,Populus,29/05/2020,NA,NA,Street,2020
-37.81534335,144.9798723,Syzygium,2/9/2016,NA,NA,Park,2016
-37.81599865,144.9765586,Ulmus,10/12/1998,NA,NA,Park,1998
-37.81076323,144.9784717,Ficus,6/6/2013,NA,NA,Park,2013
-37.81617814,144.9795532,Grevillea,14/05/2020,NA,NA,Park,2020
-37.81593619,144.9776906,Pittosporum,10/12/1998,13,20,Park,1998
-37.81177757,144.9831001,Araucaria,14/07/2000,27,80,Park,2000
-37.81433222,144.9796145,Livistona,13/10/1998,28,60,Park,1998
-37.81389272,144.9817901,Washingtonia,13/10/1998,51,60,Park,1998
-37.81363784,144.9766055,Eucalyptus,25/06/2020,NA,NA,Park,2020
-37.8133563,144.9761224,Corymbia,1/1/2000,68,60,Park,2000
-37.81302064,144.9815422,Ulmus,2/1/2000,29,60,Park,2000
-37.81472202,144.98185,Tilia,13/10/1998,76,60,Park,1998
-37.81572969,144.9778566,Ulmus,10/12/1998,NA,NA,Street,1998
-37.8107501,144.9812573,Grevillea,30/04/2014,NA,NA,Park,2014
-37.81551247,144.979361,Araucaria,10/12/1998,67,60,Park,1998
-37.81065004,144.98266,Grevillea,16/10/2012,NA,NA,Park,2012
-37.81613103,144.9786569,Ulmus,10/12/1998,83,30,Park,1998
-37.81202761,144.9791403,Ulmus,14/10/1998,93,20,Park,1998
-37.81237604,144.978092,Ulmus,14/10/1998,136,20,Park,1998
-37.81452078,144.9797004,Malus,2/1/2000,32,20,Park,2000
-37.81415469,144.9830575,Tilia,1/6/2018,NA,NA,Street,2018
-37.81194769,144.9828778,Ulmus,16/10/1998,113,10,Park,1998
-37.81603029,144.9785156,Pittosporum,10/12/1998,NA,NA,Park,1998
-37.81523134,144.9821695,Quercus,13/10/1998,68,60,Park,1998
-37.81143184,144.9827824,Araucaria,2/1/2000,62,30,Park,2000
-37.81157009,144.9785527,Ulmus,14/10/1998,111,5,Park,1998
-37.81241831,144.977699,Chamaerops,26/10/2018,NA,NA,Park,2018
-37.8162001,144.9801296,Elaeocarpus,12/5/2020,NA,NA,Park,2020
-37.81442274,144.9760537,Ficus,16/10/1998,283,30,Park,1998
-37.81207875,144.9800302,Washingtonia,,NA,NA,Park,NA
-37.8148713,144.9797085,Acacia,2/9/2016,NA,NA,Park,2016
-37.81127459,144.9824878,Grevillea,2/1/2000,63,20,Park,2000
-37.81128853,144.9820814,Corymbia,2/1/2000,82,60,Park,2000
-37.81219459,144.9793599,Washingtonia,,32,60,Park,NA
-37.8163203,144.9769844,Pyrus,19/10/2010,NA,NA,Street,2010
-37.81088647,144.9812061,Quercus,12/12/2006,6,80,Park,2006
-37.81576949,144.978206,Schinus,10/12/1998,35,60,Street,1998
-37.81499231,144.9799019,Acacia,2/9/2016,NA,NA,Park,2016
-37.81215799,144.980657,Ulmus,14/10/1998,104,10,Park,1998
-37.81302897,144.9803989,Ulmus,14/10/1998,122,20,Park,1998
-37.81215957,144.9793468,Washingtonia,16/10/1998,30,60,Park,1998
-37.8135993,144.975129,Ficus,16/10/1998,252,30,Park,1998
-37.81639669,144.9763168,Acer,17/06/2014,NA,NA,Street,2014
-37.81624299,144.9804078,Grevillea,12/5/2020,NA,NA,Park,2020
-37.81488738,144.9816129,Ulmus,16/05/2015,NA,NA,Street,2015
-37.81284104,144.9772104,Platanus,16/10/1998,NA,NA,Park,1998
-37.81518661,144.9827409,Ulmus,25/11/1997,81,20,Street,1997
-37.81354626,144.9813036,Cedrus,16/10/1998,87,30,Park,1998
-37.81635614,144.981409,Backhousia,12/5/2020,NA,NA,Park,2020
-37.81412863,144.9752067,Eucalyptus,16/10/1998,102,80,Park,1998
-37.8149263,144.9831325,Ulmus,25/11/1997,24,30,Street,1997
-37.81241872,144.9795604,UNKNOWN,27/04/2012,NA,NA,Park,2012
-37.81515704,144.982398,Agathis,13/07/2000,20,80,Park,2000
-37.8157398,144.9757908,Eucalyptus,10/12/1998,42,30,Park,1998
-37.81501841,144.9815448,Ulmus,16/05/2015,NA,NA,Street,2015
-37.81404816,144.9830729,Tilia,1/6/2018,NA,NA,Street,2018
-37.81454934,144.9825384,Harpephyllum,14/07/2000,22,80,Park,2000
-37.8151524,144.9791687,Acacia,16/10/2014,NA,NA,Park,2014
-37.81262792,144.9794942,Ulmus,14/10/1998,104,10,Park,1998
-37.81353528,144.9811732,Cedrus,16/10/1998,87,20,Park,1998
-37.81634784,144.9814717,Elaeocarpus,11/5/2020,NA,NA,Park,2020
-37.8116684,144.9825717,Syagrus,4/5/2015,NA,NA,Park,2015
-37.81221087,144.9795843,Agathis,1/1/2000,19,80,Park,2000
-37.81399417,144.9795711,Ulmus,13/10/1998,142,20,Park,1998
-37.81628569,144.9807798,Fraxinus,12/5/2020,NA,NA,Park,2020
-37.81125601,144.9751472,Quercus,27/05/2013,NA,NA,Street,2013
-37.8121864,144.9825668,Ulmus,16/10/1998,98,10,Park,1998
-37.81567213,144.9809562,Quercus,13/10/1998,95,30,Park,1998
-37.81647176,144.9763848,Acer,17/06/2014,NA,NA,Street,2014
-37.81383889,144.9762492,Lagerstroemia,11/7/2016,NA,NA,Park,2016
-37.81370597,144.9811628,Cedrus,13/10/1998,108,20,Park,1998
-37.81300666,144.9800492,Lagunaria,8/5/2015,NA,NA,Park,2015
-37.81460199,144.9749324,Ulmus,16/10/1998,121,20,Park,1998
-37.81091204,144.9801221,Corymbia,14/10/1998,40,60,Park,1998
-37.81164796,144.9821839,Magnolia,4/5/2015,NA,NA,Park,2015
-37.81598789,144.9783136,Pittosporum,10/12/1998,14,30,Park,1998
-37.81294367,144.9767634,Chamaerops,22/10/2019,NA,NA,Park,2019
-37.81601322,144.9766931,Ulmus,10/12/1998,74,5,Park,1998
-37.81218543,144.9796512,Castanospermum,18/05/2015,NA,NA,Park,2015
-37.81088996,144.9789985,Metasequoia,1/1/2000,22,20,Park,2000
-37.81362964,144.9765953,Eucalyptus,25/06/2020,NA,NA,Park,2020
-37.81637272,144.9809201,Chiranthodendron,14/11/2016,NA,NA,Park,2016
-37.81548377,144.9808869,Cedrus,13/10/1998,108,20,Park,1998
-37.81424421,144.9824019,Lophostemon,13/10/1998,62,30,Park,1998
-37.81227041,144.9799082,Populus,14/10/1998,140,10,Park,1998
-37.81500587,144.9757644,Quercus,16/10/1998,60,60,Park,1998
-37.81203322,144.978422,Lophostemon,14/10/1998,48,20,Park,1998
-37.815692,144.98047,Phoenix,13/10/1998,67,60,Park,1998
-37.81104274,144.9784852,Phoenix,14/10/1998,0,60,Park,1998
-37.81639979,144.9818002,Grevillea,12/5/2020,NA,NA,Park,2020
-37.81132848,144.9791299,Brachychiton,14/10/1998,54,20,Park,1998
-37.81436961,144.9780073,Ulmus,1/1/2000,NA,NA,Park,2000
-37.81652199,144.9820421,Ficus,10/12/1998,70,30,Park,1998
-37.81074997,144.97876,Pinus,6/6/2013,NA,NA,Park,2013
-37.81349772,144.9757361,Corymbia,12/12/2006,9,80,Park,2006
-37.81375398,144.9791494,Liriodendron,13/10/1998,22,10,Park,1998
-37.81472621,144.9799762,Acacia,16/10/2014,NA,NA,Park,2014
-37.81565539,144.980243,Syzygium,2/1/2000,90,60,Park,2000
-37.81411808,144.9798708,Fagus,13/10/1998,42,60,Park,1998
-37.81588067,144.976636,Araucaria,10/12/1998,22,80,Park,1998
-37.81419889,144.9798428,Acer,5/5/2015,NA,NA,Park,2015
-37.81089,144.9770484,Populus,29/05/2020,NA,NA,Street,2020
-37.81491295,144.9753389,Brachychiton,16/10/1998,47,60,Park,1998
-37.81296984,144.9802561,Agathis,7/7/2015,NA,NA,Park,2015
-37.81569777,144.977567,Acacia,24/08/2017,NA,NA,Street,2017
-37.81555854,144.9820367,Ulmus,13/10/1998,113,10,Park,1998
-37.81515574,144.981176,Ulmus,,5,80,Park,NA
-37.8152775,144.9795534,Tilia,16/10/2014,NA,NA,Park,2014
-37.81318111,144.9762433,Quercus,16/10/1998,97,60,Park,1998
-37.81506346,144.9800094,Ulmus,10/12/1998,124,10,Park,1998
-37.81507308,144.9751865,Ficus,1/1/2000,19,80,Park,2000
-37.8120205,144.9775973,Platanus,21/11/1997,29,30,Street,1997
-37.81181686,144.9827526,Jacaranda,15/10/1998,45,30,Park,1998
-37.81123707,144.9828124,Grevillea,6/6/2013,NA,NA,Park,2013
-37.81461783,144.9818598,Quercus,13/10/1998,87,60,Park,1998
-37.81637569,144.9817034,Elaeocarpus,11/5/2020,NA,NA,Park,2020
-37.8118424,144.9760064,Platanus,21/11/1997,52,10,Street,1997
-37.8138161,144.9766898,Eucalyptus,15/11/2019,NA,NA,Park,2019
-37.81210274,144.9790337,Ulmus,14/10/1998,117,10,Park,1998
-37.81269601,144.9804112,Trachycarpus,15/05/2015,NA,NA,Park,2015
-37.816219,144.9802068,UNKNOWN,12/5/2020,NA,NA,Park,2020
-37.81617358,144.9796708,Elaeocarpus,14/05/2020,NA,NA,Park,2020
-37.81491647,144.9810812,Corymbia,20/01/2006,9,5,Park,2006
-37.81147958,144.9786608,Ulmus,14/10/1998,117,5,Park,1998
-37.81485187,144.9806456,Ulmus,,8,80,Park,NA
-37.81268576,144.9827204,Ulmus,16/10/1998,111,10,Park,1998
-37.81611783,144.9759419,Platanus,20/11/1997,43,10,Street,1997
-37.81642875,144.9798891,Pinus,10/9/1998,73,60,Park,1998
-37.81283928,144.9799477,Archontophoenix,19/08/2016,NA,NA,Park,2016
-37.81348405,144.9752187,Agonis,16/10/1998,127,5,Park,1998
-37.81456191,144.9761761,Ficus,16/10/1998,NA,NA,Park,1998
-37.81564252,144.9770362,Ulmus,10/12/1998,67,5,Street,1998
-37.81385747,144.9831675,Ulmus,1/1/2000,21,60,Street,2000
-37.81461492,144.9813693,Ulmus,13/10/1998,83,5,Park,1998
-37.8150106,144.979975,Syzygium,4/12/2014,NA,NA,Park,2014
-37.81480088,144.9798744,Acacia,2/9/2016,NA,NA,Park,2016
-37.81120318,144.980872,Ulmus,14/10/1998,80,10,Park,1998
-37.81619564,144.9798695,UNKNOWN,12/5/2020,NA,NA,Park,2020
-37.81597804,144.9780495,Pittosporum,10/12/1998,14,20,Park,1998
-37.81369474,144.9778827,Ulmus,10/12/1998,154,20,Park,1998
-37.81173747,144.9802453,Melaleuca,14/10/1998,73,30,Park,1998
-37.81232906,144.9827511,Araucaria,16/10/1998,84,60,Park,1998
-37.81544211,144.9787215,Araucaria,10/12/1998,123,60,Park,1998
-37.81094368,144.9775604,Populus,29/05/2020,NA,NA,Street,2020
-37.81624164,144.9805283,Elaeocarpus,12/5/2020,NA,NA,Park,2020
-37.81630403,144.9809925,Backhousia,12/5/2020,NA,NA,Park,2020
-37.81369604,144.9763896,Lagerstroemia,11/7/2016,NA,NA,Park,2016
-37.8115835,144.9815617,Cordyline,15/10/1998,80,20,Park,1998
-37.81367785,144.980895,Cedrus,13/10/1998,85,20,Park,1998
-37.81096162,144.9824726,Grevillea,6/6/2013,NA,NA,Park,2013
-37.8138696,144.9819662,Melaleuca,1/1/2000,NA,NA,Park,2000
-37.81498984,144.980194,Ulmus,13/10/1998,89,5,Park,1998
-37.8109791,144.9793038,Ulmus,15/10/1998,100,30,Park,1998
-37.81317523,144.9796947,Ulmus,2/1/2000,43,60,Park,2000
-37.8162456,144.9805648,Elaeocarpus,12/5/2020,NA,NA,Park,2020
-37.81136087,144.9827899,Grevillea,1/9/2016,NA,NA,Park,2016
-37.81402375,144.9806757,Ulmus,13/10/1998,NA,NA,Park,1998
-37.81306978,144.9782085,Pittosporum,14/10/1998,73,20,Park,1998
-37.81373645,144.9788846,Liriodendron,13/10/1998,24,60,Park,1998
-37.81429695,144.9787198,Tristaniopsis,10/12/1998,58,30,Park,1998
-37.81119626,144.9749796,Pistacia,15/04/2020,NA,NA,Street,2020
-37.81587229,144.9756033,Ulmus,10/12/1998,68,10,Park,1998
-37.81335237,144.980208,Ligustrum,8/5/2015,NA,NA,Park,2015
-37.81350645,144.9761809,Populus,1/1/2000,113,5,Park,2000
-37.81403986,144.9799809,Cordyline,5/5/2015,NA,NA,Park,2015
-37.81245796,144.9776199,Chamaerops,26/10/2018,NA,NA,Park,2018
-37.81287042,144.9803024,Stenocarpus,11/5/2017,NA,NA,Park,2017
-37.81549149,144.9817105,Ulmus,,3,10,Park,NA
-37.81225393,144.9806389,Ulmus,14/10/1998,NA,NA,Park,1998
-37.81132703,144.9825402,Grevillea,2/1/2000,65,20,Park,2000
-37.81265229,144.9785457,Platanus,14/10/1998,60,20,Park,1998
-37.81515418,144.9797033,Syzygium,2/9/2016,NA,NA,Park,2016
-37.81325671,144.9772866,Cedrus,14/09/2009,4,80,Park,2009
-37.81510312,144.9801782,Ulmus,13/10/1998,109,5,Park,1998
-37.81348813,144.9802261,Washingtonia,7/7/2015,NA,NA,Park,2015
-37.81645181,144.9819855,Magnolia,19/09/2019,NA,NA,Park,2019
-37.81619398,144.9798359,Backhousia,12/5/2020,NA,NA,Park,2020
-37.81638392,144.9817837,Elaeocarpus,11/5/2020,NA,NA,Park,2020
-37.81424003,144.97526,Ulmus,26/11/2012,NA,NA,Park,2012
-37.81550934,144.9788164,Phoenix,10/12/1998,70,60,Park,1998
-37.81388189,144.9766482,Corymbia,15/11/2019,NA,NA,Park,2019
-37.81501645,144.9811253,Corymbia,20/01/2006,16,80,Park,2006
-37.81239832,144.9775372,Ulmus,16/10/1998,69,20,Park,1998
-37.81631412,144.9810607,UNKNOWN,12/5/2020,NA,NA,Park,2020
-37.81462691,144.9764971,Ficus,16/10/1998,96,10,Park,1998
-37.81093759,144.9764562,Platanus,1/1/2000,12,60,Street,2000
-37.81191515,144.9812947,Araucaria,16/10/1998,102,60,Park,1998
-37.81429983,144.9764371,Ulmus,14/09/2009,5,80,Park,2009
-37.81623334,144.9804595,Elaeocarpus,12/5/2020,NA,NA,Park,2020
-37.81330317,144.9805494,Ulmus,15/10/1998,102,20,Park,1998
-37.8130071,144.9769203,Liriodendron,16/10/1998,34,60,Park,1998
-37.81284586,144.9795275,Platanus,14/10/1998,55,5,Park,1998
-37.81281748,144.979859,Ulmus,14/10/1998,149,5,Park,1998
-37.81409213,144.9796609,Ulmus,13/10/1998,NA,NA,Park,1998
-37.81378188,144.9745164,Corymbia,20/01/2006,10,80,Park,2006
-37.81348517,144.975892,Corymbia,1/1/2000,16,80,Park,2000
-37.81301166,144.9818808,Agathis,16/10/1998,77,30,Park,1998
-37.81574054,144.9756035,Corymbia,10/12/1998,46,60,Street,1998
-37.81377884,144.9758646,Paulownia,27/07/2016,NA,NA,Park,2016
-37.81366331,144.9787444,Livistona,13/10/1998,34,60,Park,1998
-37.81606439,144.9787225,Pittosporum,10/12/1998,13,20,Park,1998
-37.8157442,144.9759527,Corymbia,10/12/1998,50,60,Park,1998
-37.8163777,144.9816101,Fraxinus,14/05/2020,NA,NA,Park,2020
-37.81481234,144.9797075,Fraxinus,16/10/2014,NA,NA,Park,2014
-37.81140236,144.9780579,Corymbia,21/11/1997,28,60,Street,1997
-37.81488493,144.9793478,Tilia,16/10/2014,NA,NA,Park,2014
-37.81352427,144.9774598,Ulmus,2/1/2000,127,30,Park,2000
-37.81142775,144.9814551,Washingtonia,1/9/2015,NA,NA,Park,2015
-37.81132056,144.9749025,Pistacia,15/04/2020,NA,NA,Street,2020
-37.81322689,144.9828079,Phoenix,16/10/1998,82,60,Park,1998
-37.81183474,144.979559,Elaeocarpus,15/05/2015,NA,NA,Park,2015
-37.81341865,144.979853,Ulmus,9/6/2020,NA,NA,Park,2020
-37.81197649,144.9794116,Acacia,9/11/2011,NA,NA,Park,2011
-37.81386287,144.9826461,Araucaria,13/10/1998,78,60,Park,1998
-37.81558268,144.98058,Agathis,13/07/2000,19,80,Park,2000
-37.81555975,144.98134,Cedrus,13/10/1998,66,20,Park,1998
-37.81478391,144.9807974,Agathis,20/01/2006,11,80,Park,2006
-37.81332525,144.9803766,Archontophoenix,27/11/2015,NA,NA,Park,2015
-37.814429,144.9817,Corymbia,13/10/1998,80,60,Park,1998
-37.81063729,144.9793353,Pinus,6/6/2013,NA,NA,Park,2013
-37.81282909,144.977821,Corymbia,21/11/1997,20,60,Street,1997
-37.81630566,144.9811141,Elaeocarpus,11/5/2020,NA,NA,Park,2020
-37.81325582,144.9783994,Ulmus,9/6/2020,NA,NA,Park,2020
-37.81596997,144.975,Platanus,19/10/2012,NA,NA,Street,2012
-37.81229648,144.9788856,Platanus,14/10/1998,63,10,Park,1998
-37.81066004,144.98257,Grevillea,16/10/2012,NA,NA,Park,2012
-37.81642932,144.9821404,UNKNOWN,22/07/2019,NA,NA,Park,2019
-37.81383604,144.982248,Cedrus,13/10/1998,95,30,Park,1998
-37.81062205,144.9787047,Phoenix,14/10/1998,NA,NA,Park,1998
-37.81397365,144.9793257,Cordyline,13/10/1998,0,30,Park,1998
-37.81636709,144.981517,Grevillea,12/5/2020,NA,NA,Park,2020
-37.81286266,144.9785109,Flindersia,,25,60,Park,NA
-37.81356532,144.9762348,Fraxinus,1/1/2000,59,20,Park,2000
-37.81619232,144.9798072,Grevillea,12/5/2020,NA,NA,Park,2020
-37.8147957,144.9799296,Acacia,2/9/2016,NA,NA,Park,2016
-37.81423128,144.9810431,Ulmus,14/08/2017,NA,NA,Park,2017
-37.81286357,144.977037,Washingtonia,2/1/2000,59,60,Park,2000
-37.8129205,144.9802273,Archontophoenix,8/5/2015,NA,NA,Park,2015
-37.81540893,144.9801435,Ulmus,13/10/1998,105,10,Park,1998
-37.81501466,144.9776604,Ulmus,10/12/1998,111,30,Park,1998
